"No.","URL","Detection","Registration","Host Country","Canadian Content","Risk","Type","Detected By","IP","Regulation","Canada Regulation","Payment Service","Google Analytics","Phone Number","Physical Location","Action"
"301","http://paxosjones.com","2024-12-13","2024-12-09","","","Critical","Investment","","174.138.183.242","","","stripex"">Details","","+14696743888","","Save                                 Edit                                 Close                             "">                                                                                                       invest cryptocurr bitcoin mine easi way trade bitcoin platform carri tradabl asset uniqu risk manag tool advanc secur protocol trade option sec speed trade hr long term paxosjon give client except trade experi adequ support need order enhanc chanc success us paxosjon place trader access real-world market crypto currenc start trade instantli offer deposit withdraw via crypto overcom biggest hurdl let trader instantli transact fund use cyrpto instead fiat provid trader instant deposit lightn fast Close"">"
"302","http://primeglobalfxexchange.live","2024-12-13","2024-12-13","","","Critical","Investment","","92.112.187.20","licensedcertifiedrecognizedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       experi trade 1000+ forex pair cfd share indic energi metal etf prime global fx exchang prime global fx exchangei fulli certifi licens compani establish fulli function trust currenc trading/invest compani verifi lot user option made meet need requir trader forex foreign exchang market global decentr over-the-count market trade currenc market determin foreign exchang rate everi currenc includ aspect buy sell exchang currenc current determin price cryptocurr crypto currenc digit currenc creat held Close"">"
"303","http://2222ph.online","2024-12-13","2024-12-10","","","Critical","Investment","","172.67.154.225","licensedregulatedcertifiedauditedx"">Details","","visamastercardx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       welcom 2222ph casino 2222ph casino bring world-class game fingertip whether your experienc new offer varieti game includ slot live dealer experi user-friendli navig secur platform enjoy seamless gameplay anywher moreov transit tradit casino 2222ph provid greater conveni without lose thrill real-tim game addit excit bonus promot ensur everi player chanc win big enjoy top-notch experi choos 2222ph casino 2222ph onlin casino platform offer wide rang game option includ slot live casino game tabl gamClose"">"
"304","http://susanaisol.com","2024-12-13","2024-12-09","","","Critical","Investment","","66.29.132.160","","","stripex"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       contract soon welcom susan ai artifici intellig susan ai design provid deep analys real-tim forecast optim critic decis busi investor susan ai offer uniqu combin advanc learn technolog expertis crypto ecosystem enabl client navig confid build long-term strategi susan ai partner gener creativ ai copi on-the-spot across favorit tool real-tim market track susan ai track market real time scan chain catch new token launch flag movement on-chain across social media one feed alpha message-to-ag write dClose"">"
"305","http://spinland-casino.com","2024-12-13","2024-12-09","","","Critical","Investment","","104.21.51.236","licensedregulatedmonitoredauditedx"">Details","","visamastercarddiscoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       free spin first deposit bonu wager challeng top game categori featur game wolf gold buffalo king sweet bonanza gate olympu bigger bass bonanza john hunter tomb scarab queen aviat deadwood fire hole xbomb infecti way karen maneat mental tombston r.i.p way hoarder split dinopoli fat santa jammin jar mysteri museum razor shark mad car big bamboo fat rabbit jammin jar monkey warrior chilli heat money mous lucki new year pyramid king wild west gold ultra hold spin aztec gem delux book tut diamond strClose"">"
"306","http://khhasdj.xyz","2024-12-13","2024-12-10","","","Critical","Investment","","38.55.236.103","","","discoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       trade unlock diversifi imagin invest multipli 30x one year check amaz stock research group provid tip free guess far predict accur return high last week stock pick skyrocket like stumbl upon goldmin ever thought retir earli stock may sound good true hey legal build wealth what goal chang current situat ordinari american stock investor commit creat sweet opportun market investor stock enhanc overal well-b join club 10k+ trader 're impart stock invest method remark success rate click 'joClose"">"
"307","http://marginalcashflow.com","2024-12-13","2024-12-09","","","High","Investment","","147.182.135.249","registeredlicensedregulatedx"">Details","","discoverstripex"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       everyon investor lead financ success margin cashflow stock market crypto market news market data cryptocurr invest stock invest agricultur invest real estat invest craft uniqu busi consult idea launch trust world 's oldest collect invest fund lot happen world last year invest opportun chang glanc compani trust invest today show financi landscap transform year alongsid giant like bp unilev sit power newcom like amazon netflix facebook rise star compani develop market manag financi servic orgClose"">"
"308","http://brandniccapital.tech","2024-12-13","2024-12-10","","","High","Investment","","78.46.40.242","registeredx"">Details","","paypalstripex"">Details","","","England, NN1 2HG","Save                                 Edit                                 Close                             "">                                                                                                       home contact us term profit job go simpl registr conclud contract get first profit hour massiv experi streamlin process allow us set fix rate earn payout day depend amount contract reason make platform amber crypto trade uniqu access understand even beginn handl offici regist unit kingdom support agent help stage work minimum contract amount yield good profit day abil withdraw first profit within next three day invest plan hour basic plan minimum maximum referr durat 48hour total profit daili daClose"">"
"309","http://fed-xhodlcripto.com","2024-12-13","2024-12-09","","","Critical","Investment","","162.254.39.8","recognizedx"">Details","","","","+351961736450","","Save                                 Edit                                 Close                             "">                                                                                                       secur financi fund right invest variou instrument platform offici recogn govern us safe financi invest featur serv easi one touch secur 's core onlin trade use highest level internet secur ensur inform fund complet protect fraud hacker power trade platform onlin trade offer multipl platform option cover need type trader investor high leverag chanc magnifi invest realli win big super-low spread profit fast execut super-fast trade softwar never suffer slippag 24/7 live chat support connect 24Close"">"
"310","http://ledgerasset-flow.com","2024-12-13","2024-12-09","","","Critical","Investment","","46.202.182.252","certifiedapprovedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       cryptocurr team experienc trader alway make win win us real estat enjoy profit invest programm real estat plan forex sever year experi forex put us top game trust experi expertis knowledg intern financi compani engag invest activ relat trade financi market cryptocurr exchang perform qualifi profession trader connect opportun opportun aris daili numer provid mean connect one freedom choic benefit tailor solut meet need tradabl asset unlimit market access compani video help client achiev financi gClose"">"
